Year,Team,Index,kenpom_Rk,kenpom_NetRtg,kenpom_ORtg,kenpom_ORtg_Rank,kenpom_DRtg,kenpom_DRtg_Rank,kenpom_AdjT,kenpom_AdjT_Rank,kenpom_Luck,kenpom_Luck_Rank,kenpom_SOS_NetRtg,kenpom_SOS_NetRtg_Rank,kenpom_SOS_ORtg,kenpom_SOS_ORtg_Rank,kenpom_SOS_DRtg,kenpom_SOS_DRtg_Rank,kenpom_NCSOS_NetRtg,kenpom_NCSOS_NetRtg_Rank
2015,Monmouth,189,183,-1.38,100.8,243,102.1,129,63.6,218,0.012,154,-3.53,233,102.1,271,105.6,217,-3.2,255
2015,Robert Morris,257,184,-1.39,103.1,197,104.5,172,65.4,118,0.055,54,-4.59,264,102.7,233,107.3,287,2.49,86
2015,Mercer,173,185,-1.52,104.5,168,106.0,201,60.9,321,-0.049,293,-5.49,295,102.1,269,107.6,297,2.33,89
2015,Washington St.,361,186,-1.67,109.1,77,110.8,298,67.2,49,0.085,18,6.52,60,107.6,58,101.1,54,-1.81,211
2015,Saint Peter's,267,187,-1.72,100.0,254,101.7,123,60.2,337,-0.067,320,-4.04,247,101.5,303,105.5,204,-3.4,259
2015,American,9,188,-1.77,102.5,213,104.2,168,56.8,351,0.015,147,-2.32,198,103.7,175,106.0,235,2.69,78
2015,New Hampshire,202,189,-1.86,100.9,239,102.8,144,63.9,194,-0.027,246,-6.3,314,100.3,328,106.6,260,-3.25,256
2015,Florida Gulf Coast,95,190,-1.92,101.6,227,103.6,159,64.2,176,0.044,73,-6.76,324,102.1,265,108.9,345,1.54,112
2015,Norfolk St.,209,191,-2.01,105.5,150,107.5,234,64.6,157,0.027,114,-6.2,312,100.2,330,106.4,249,6.54,23
2015,Missouri,187,192,-2.09,102.0,220,104.1,166,62.0,291,-0.019,225,9.07,22,108.3,34,99.3,11,2.99,67
2015,Lafayette,146,193,-2.14,112.9,38,115.1,338,64.6,160,0.097,10,-4.01,246,103.0,215,107.0,272,-0.45,170
2015,Santa Clara,274,194,-2.14,105.9,138,108.0,246,61.1,316,0.019,136,3.42,86,107.0,75,103.5,118,-0.33,168
2015,Charleston Southern,49,195,-2.17,107.0,118,109.2,269,65.2,126,0.053,61,-4.72,271,102.6,236,107.4,292,4.65,37
2015,Sacramento St.,261,196,-2.33,109.0,78,111.3,310,61.9,297,0.074,30,-6.03,307,103.0,212,109.1,347,-4.1,284
2015,UT Arlington,342,197,-2.41,103.4,187,105.9,197,69.6,11,0.023,127,-3.22,221,101.5,299,104.8,172,1.46,115
2015,Rutgers,258,198,-2.45,98.7,278,101.1,110,64.9,143,0.037,88,8.39,28,108.6,29,100.3,35,-0.01,159
2015,James Madison,137,199,-2.69,105.5,151,108.2,249,63.9,195,0.103,8,-2.73,206,103.8,172,106.5,256,-2.91,248
2015,Bucknell,33,200,-2.8,105.8,140,108.6,259,64.2,175,0.076,27,-3.27,222,103.7,174,107.0,273,1.96,99
2015,Lehigh,149,201,-2.81,99.9,256,102.7,142,66.2,79,0.007,167,-4.12,251,103.2,204,107.3,289,1.01,126
2015,Cornell,64,202,-2.87,96.9,302,99.7,92,64.2,177,-0.032,254,-1.46,173,102.7,235,104.1,146,-1.89,214
2015,Fresno St.,98,203,-2.92,102.8,208,105.7,190,64.9,144,0.068,37,1.53,113,103.7,180,102.1,86,-0.26,164
2015,Air Force,2,204,-3.01,108.1,95,111.2,305,61.7,303,-0.065,318,-1.17,164,102.6,238,103.8,127,-11.14,346
2015,George Mason,101,205,-3.08,102.9,204,106.0,199,64.0,191,-0.032,257,4.64,79,105.8,96,101.1,58,2.98,69
2015,Oral Roberts,233,206,-3.17,106.2,132,109.4,274,65.5,112,0.097,11,-1.64,182,102.8,228,104.4,156,2.83,75
2015,Maryland Eastern Shore,169,207,-3.33,104.5,170,107.8,239,64.4,166,0.04,80,-5.65,301,100.5,324,106.2,239,3.39,62
2015,Fordham,97,208,-3.49,102.0,219,105.5,186,65.4,115,-0.06,314,2.63,98,104.0,157,101.4,67,-4.76,300
2015,UTSA,345,209,-3.59,106.4,126,110.0,291,65.9,94,-0.051,296,-3.46,229,101.5,298,105.0,181,-5.67,316
2015,Rice,254,210,-3.62,102.0,221,105.6,189,62.0,296,-0.061,315,-1.32,170,103.6,183,104.9,178,-1.93,218
2015,Milwaukee,182,211,-3.76,103.1,196,106.9,220,64.4,172,0.043,74,0.89,129,105.6,100,104.7,170,3.08,65
2015,Gardner Webb,100,212,-3.84,107.6,105,111.4,312,67.4,41,0.085,20,-1.92,186,103.9,166,105.8,227,6.81,17
2015,Texas Southern,315,213,-3.84,104.1,177,107.9,241,63.3,240,0.128,1,-6.74,323,100.0,333,106.8,263,15.16,2
2015,Houston,119,214,-3.85,101.4,232,105.2,184,64.2,182,-0.057,310,-2.75,207,101.8,286,104.6,162,-14.23,350
2015,Miami OH,178,215,-4.02,102.5,212,106.6,214,64.6,156,0.009,163,-0.08,144,104.3,145,104.4,155,-5.44,311
2015,UC Riverside,327,216,-4.22,98.5,280,102.8,143,65.3,121,0.013,150,-0.71,155,104.4,134,105.1,188,-3.48,265
2015,Duquesne,77,217,-4.26,108.6,85,112.9,326,67.3,46,-0.015,219,1.03,120,103.7,173,102.7,98,-8.19,337
2015,East Tennessee St.,79,218,-4.29,103.2,194,107.5,231,67.7,32,0.036,91,-4.13,252,103.2,202,107.3,291,4.74,36
2015,South Dakota,282,219,-4.36,103.4,188,107.8,237,65.2,130,0.032,98,-3.12,216,103.1,207,106.3,243,-1.23,195
2015,Tulane,322,220,-4.37,99.8,258,104.2,167,63.0,255,0.031,102,-1.34,171,102.0,274,103.4,112,-9.69,342
2015,St. Francis PA,263,221,-4.58,99.8,261,104.4,171,62.7,268,0.018,141,-4.1,249,102.0,279,106.1,236,3.61,56
2015,Denver,72,222,-4.58,106.0,134,110.6,295,57.1,350,-0.067,321,-3.73,239,102.8,224,106.6,259,-2.16,224
2015,Southern Illinois,289,223,-4.79,98.8,275,103.6,160,62.2,282,-0.054,303,-0.87,157,103.0,211,103.9,134,-8.22,338
2015,East Carolina,78,224,-4.89,103.7,183,108.6,261,61.2,314,-0.002,189,0.04,141,103.2,200,103.2,108,-6.07,323
2015,Eastern Illinois,81,225,-4.95,100.3,251,105.2,182,63.2,246,0.119,4,-1.2,165,104.4,141,105.6,213,2.87,72
2015,Mount St. Mary's,194,226,-4.97,98.5,282,103.4,156,62.4,276,0.04,78,-4.84,273,102.0,277,106.9,266,5.25,30
2015,Texas A&M Corpus Chris,314,227,-5.05,100.8,241,105.9,198,62.7,267,0.04,77,-7.36,334,101.3,307,108.6,338,-5.46,313
2015,Incarnate Word,128,228,-5.06,107.5,108,112.6,322,67.4,39,0.041,76,-6.57,321,101.1,308,107.7,305,5.19,31
2015,Northwestern St.,225,229,-5.11,112.5,45,117.6,348,73.2,4,0.054,55,-5.2,286,101.7,293,106.9,270,10.52,6
2015,Texas St.,316,230,-5.2,93.7,326,98.9,77,61.2,312,-0.033,260,-3.05,214,102.5,243,105.6,214,1.05,124
2015,Idaho,123,231,-5.29,107.7,104,112.9,327,67.5,35,-0.07,324,-4.51,263,104.3,144,108.8,343,1.05,125
2015,Ohio,228,232,-5.47,103.0,198,108.5,257,66.4,73,-0.04,272,0.75,130,104.9,113,104.2,147,-4.22,289
2015,Southeast Missouri St.,286,233,-5.54,102.8,205,108.4,254,65.6,110,-0.061,316,-4.11,250,102.4,247,106.5,258,-3.94,280
2015,Western Carolina,366,234,-5.6,101.9,223,107.5,233,65.7,106,0.009,159,-3.3,224,103.8,168,107.1,278,4.95,35
2015,Arkansas Little Rock,153,235,-5.63,104.3,171,109.9,288,64.3,174,-0.048,289,-4.76,272,100.6,320,105.4,199,-4.87,303
2015,Bryant,32,236,-5.85,104.1,176,109.9,290,63.1,249,0.064,44,-4.6,265,101.4,304,106.0,232,2.86,73
2015,UNC Asheville,335,237,-6.14,102.4,214,108.6,260,67.8,29,-0.024,236,-4.43,259,102.8,226,107.2,281,1.11,122
2015,Sacred Heart,262,238,-6.16,103.4,189,109.6,281,68.5,22,-0.013,217,-6.61,322,100.8,315,107.4,294,-3.3,257
2015,Boston University,28,239,-6.29,106.4,127,112.7,324,64.2,181,0.006,169,-3.45,228,102.9,220,106.4,248,1.66,109
2015,Pacific,237,240,-6.31,103.1,195,109.5,277,61.4,309,0.052,62,2.88,95,106.7,77,103.8,129,-2.53,238
2015,Cal St. Bakersfield,38,241,-6.44,99.7,263,106.2,203,60.5,330,-0.124,349,-6.99,328,99.9,334,106.9,269,-2.96,249
2015,Holy Cross,118,242,-6.49,101.2,235,107.7,235,63.6,213,0.03,109,-3.91,244,103.2,206,107.1,276,1.85,103
2015,Wright St.,377,243,-6.53,99.0,271,105.5,187,63.0,252,-0.028,248,0.02,142,105.4,106,105.3,198,0.87,129
2015,Seattle,276,244,-6.64,98.3,285,104.9,181,62.3,281,0.016,143,-7.33,333,100.3,326,107.7,301,-5.33,309
2015,North Texas,217,245,-6.66,98.6,279,105.2,183,65.5,113,0.046,71,-1.29,169,103.8,170,105.1,185,-1.86,212
2015,Northern Kentucky,223,246,-6.72,104.2,174,110.9,301,63.6,217,-0.058,311,-5.02,281,103.7,177,108.7,341,2.94,71
2015,Tennessee Tech,311,247,-6.88,104.2,173,111.1,304,66.2,84,-0.052,299,-3.3,223,102.7,232,106.0,233,-1.43,200
2015,SIU Edwardsville,259,248,-6.9,97.9,288,104.8,179,66.3,77,-0.043,281,-4.5,262,102.8,229,107.3,286,-5.19,306
2015,Elon,85,249,-7.23,98.5,281,105.7,192,68.0,27,0.053,57,-3.2,220,104.0,160,107.2,280,-4.22,288
2015,Drexel,75,250,-7.24,99.3,266,106.5,213,60.7,326,0.003,180,-1.5,175,103.7,178,105.2,195,2.2,92
2015,Hampton,112,251,-7.4,96.6,303,104.0,164,69.2,15,0.031,105,-7.48,336,99.5,337,106.9,271,-0.55,176
2015,Northern Colorado,220,252,-7.45,110.4,63,117.9,349,63.2,247,-0.013,216,-6.44,318,102.3,256,108.7,340,-2.53,237
2015,Army,16,253,-7.5,100.2,252,107.8,236,69.2,14,0.032,99,-6.16,309,102.3,255,108.4,328,-7.18,331
2015,Bradley,30,254,-7.51,93.7,325,101.3,111,62.1,288,-0.043,282,0.92,123,104.9,112,104.0,137,-3.6,267
2015,Missouri St.,188,255,-7.52,98.9,272,106.5,212,61.3,310,-0.01,212,1.51,114,104.8,119,103.3,110,-1.06,188
2015,Nebraska Omaha,200,256,-7.57,102.9,201,110.5,294,73.4,3,-0.042,276,-5.38,291,101.5,300,106.9,268,-6.69,329
2015,Ball St.,20,257,-7.65,100.4,249,108.0,247,63.5,220,-0.13,351,1.38,117,104.8,117,103.4,113,-4.3,291
2015,Portland St.,243,258,-7.77,102.9,202,110.7,297,65.9,96,0.071,32,-4.64,266,104.2,150,108.9,344,1.51,114
2015,Howard,121,259,-7.91,93.9,324,101.9,127,62.7,264,0.016,142,-6.17,310,100.7,318,106.9,267,2.76,77
2015,Delaware,70,260,-7.92,101.7,226,109.6,282,65.3,120,0.024,123,-1.68,184,103.8,167,105.5,206,-0.07,161
2015,Marshall,167,261,-8.05,96.3,307,104.3,169,69.9,8,-0.049,292,-0.99,160,102.6,241,103.5,119,0.23,153
2015,Delaware St.,71,262,-8.25,101.5,231,109.7,286,67.1,52,0.063,45,-4.87,276,100.5,323,105.4,201,6.76,21
2015,Grand Canyon,110,263,-8.29,106.5,123,114.8,336,64.5,164,0.021,133,-9.2,345,98.7,344,107.9,314,-7.39,333
2015,Alabama St.,6,264,-8.31,97.8,290,106.1,202,67.5,38,0.03,108,-15.38,351,94.7,351,110.1,351,-2.6,241
2015,Siena,278,265,-8.31,105.7,143,114.0,331,66.0,90,-0.01,210,-3.15,219,101.8,282,105.0,180,-0.81,183
2015,Weber St.,363,266,-8.35,99.9,257,108.3,252,62.7,265,0.04,79,-3.71,237,104.1,156,107.8,309,4.19,42
2015,Towson,320,267,-8.38,100.9,240,109.3,273,60.3,334,-0.025,241,-4.15,253,102.1,263,106.3,244,-5.78,319
2015,Brown,31,268,-8.42,99.4,265,107.8,238,67.4,40,0.049,67,-1.94,188,102.2,259,104.1,145,-3.82,276
2015,Cal St. Northridge,40,269,-8.44,100.8,242,109.2,270,64.8,145,-0.041,273,0.92,124,104.6,125,103.6,122,0.57,139
2015,Nevada,201,270,-8.54,97.8,289,106.4,209,63.7,206,-0.083,333,0.53,133,103.8,169,103.3,111,-2.98,250
2015,Loyola Marymount,162,271,-8.56,103.0,199,111.6,314,62.3,280,0.024,124,5.36,73,107.5,60,102.2,88,5.16,32
2015,FIU,88,272,-8.57,96.0,310,104.6,174,64.6,159,0.09,14,-3.13,217,101.8,288,104.9,177,-5.58,315
2015,Youngstown St.,381,273,-8.93,106.0,135,114.9,337,67.0,55,0.013,152,-0.54,152,104.2,152,104.7,171,-1.93,219
2015,South Florida,284,274,-9.02,99.2,267,108.3,251,63.7,212,-0.024,237,2.0,106,104.3,143,102.3,91,-0.91,185
2015,Drake,74,275,-9.03,105.3,157,114.3,333,58.9,344,-0.027,245,2.66,97,104.5,126,101.9,79,2.05,96
2015,Lamar,147,276,-9.03,100.0,253,109.1,267,65.9,92,0.03,106,-5.28,288,102.6,237,107.9,313,4.48,39
2015,Navy,198,277,-9.04,98.9,273,107.9,243,61.0,319,0.005,174,-4.89,277,103.5,191,108.4,323,-3.04,252
2015,Southern,288,278,-9.15,94.0,322,103.1,149,64.7,153,0.018,139,-8.39,341,99.1,340,107.5,296,10.1,7
2015,College of Charleston,48,279,-9.32,96.1,309,105.5,185,60.8,322,-0.075,325,-1.55,177,104.8,121,106.3,245,1.3,118
2015,IUPUI,122,280,-9.43,94.0,321,103.4,157,63.2,244,0.069,36,-1.11,163,104.5,131,105.6,215,3.41,60
2015,UCF,330,281,-9.58,102.7,209,112.3,319,64.0,193,0.075,29,-1.27,166,102.7,234,104.0,135,-9.44,341
2015,Illinois Chicago,126,282,-9.61,101.2,236,110.8,299,64.4,168,-0.009,209,0.1,139,104.8,120,104.7,166,0.49,141
2015,Appalachian St.,10,283,-9.63,98.3,286,107.9,242,65.3,125,0.074,31,-2.64,204,102.5,244,105.1,189,0.27,151
2015,Hartford,113,284,-9.65,97.4,294,107.1,223,63.0,256,0.076,26,-5.4,292,100.2,329,105.6,216,-1.91,216
2015,UNC Greensboro,336,285,-9.7,99.8,259,109.5,278,65.7,109,-0.125,350,-5.47,294,103.0,213,108.5,332,-2.42,231
2015,UMKC,333,286,-9.74,98.2,287,107.9,244,63.5,219,-0.014,218,-5.72,303,101.6,295,107.3,290,-0.07,160
2015,Troy,321,287,-9.75,99.8,260,109.5,280,64.7,152,-0.054,302,-5.21,287,100.5,322,105.7,225,-10.43,344
2015,LIU Brooklyn,143,288,-9.82,97.0,299,106.8,218,67.4,43,0.039,83,-5.33,289,101.0,313,106.3,246,-0.74,181
2015,Saint Louis,265,289,-9.85,95.9,311,105.8,194,62.8,261,0.065,43,1.32,118,104.2,151,102.9,102,-5.41,310
2015,Florida Atlantic,93,290,-10.28,98.7,277,109.0,265,63.9,200,-0.053,300,-2.27,196,102.4,246,104.7,169,-2.59,240
2015,Penn,238,291,-10.46,97.7,291,108.2,250,63.3,241,0.024,125,-0.88,158,103.1,208,104.0,138,-1.9,215
2015,Cal St. Fullerton,39,292,-10.62,99.1,269,109.7,284,65.7,107,-0.009,207,-0.35,148,103.3,197,103.7,123,-2.31,226
2015,Samford,269,293,-10.69,102.0,222,112.6,323,66.1,86,0.01,157,-6.94,327,101.5,301,108.5,329,-6.13,325
2015,VMI,351,294,-10.78,98.4,283,109.2,272,76.5,1,-0.05,294,-4.85,275,103.0,214,107.9,310,0.35,146
2015,Arkansas St.,15,295,-10.83,96.2,308,107.0,222,65.7,108,0.023,126,-3.81,242,101.8,289,105.6,218,-3.98,282
2015,Fairfield,89,296,-10.9,95.4,314,106.3,206,61.2,313,-0.085,334,-2.99,212,102.6,239,105.6,211,-1.87,213
2015,South Alabama,279,297,-11.28,101.0,238,112.2,318,68.6,21,0.085,19,-2.6,201,101.4,306,104.0,136,0.44,143
2015,Lipscomb,152,298,-11.29,100.7,244,112.0,316,67.7,31,0.051,63,-4.47,260,103.2,201,107.7,304,1.53,113
2015,Niagara,207,299,-11.41,99.8,262,111.2,307,64.7,149,-0.004,194,-1.99,190,103.2,205,105.2,194,2.77,76
2015,McNeese St.,171,300,-11.58,100.6,246,112.1,317,62.8,260,0.035,92,-6.37,317,102.2,258,108.6,336,9.48,9
2015,Campbell,42,301,-11.85,97.7,292,109.5,279,61.3,311,-0.089,335,-4.38,258,103.8,171,108.2,320,-0.29,165
2015,Prairie View A&M,244,302,-11.98,97.4,295,109.4,275,68.6,20,0.013,151,-7.75,339,98.4,347,106.2,237,8.65,13
2015,UMass Lowell,334,303,-12.46,94.1,320,106.6,215,63.7,211,0.077,24,-3.09,215,101.8,285,104.9,175,2.94,70
2015,Wagner,358,304,-12.49,98.9,274,111.4,311,67.2,50,-0.013,215,-4.64,267,101.8,284,106.5,253,1.98,98
2015,Marist,165,305,-12.74,94.6,318,107.4,228,65.0,135,0.033,97,-2.83,208,102.3,253,105.2,191,-2.36,229
2015,Southeastern Louisiana,287,306,-12.89,95.9,312,108.8,263,66.2,82,-0.098,342,-7.01,329,101.7,292,108.8,342,2.69,79
2015,Southern Utah,293,307,-13.12,98.7,276,111.8,315,67.5,36,0.033,95,-5.57,300,103.0,218,108.5,333,-0.46,171
2015,Loyola MD,161,308,-13.13,93.2,331,106.4,210,62.7,263,0.08,22,-3.62,235,102.9,222,106.5,255,-0.52,173
2015,Furman,99,309,-13.18,98.3,284,111.5,313,62.4,277,-0.024,235,-4.21,256,103.5,194,107.7,300,2.4,87
2015,New Orleans,206,310,-13.22,96.9,300,110.2,292,67.6,33,-0.034,265,-6.78,325,101.6,296,108.4,325,11.15,5
2015,Jacksonville St.,136,311,-13.27,95.2,315,108.4,256,63.1,251,0.053,58,-3.72,238,102.7,230,106.5,252,-3.43,262
2015,Jackson St.,134,312,-13.5,91.2,339,104.7,177,63.2,245,-0.094,340,-9.78,348,98.7,346,108.5,331,2.54,85
2015,Idaho St.,124,313,-13.77,97.5,293,111.3,308,63.4,232,-0.092,338,-5.46,293,103.5,190,108.9,346,-2.5,235
2015,North Dakota,214,314,-13.77,96.9,301,110.6,296,67.6,34,-0.031,253,-3.51,232,104.5,127,108.0,319,5.82,26
2015,Southern Miss,292,315,-13.78,97.3,298,111.0,303,62.0,295,0.038,86,0.08,140,103.6,185,103.5,116,0.77,132
2015,Longwood,155,316,-13.8,97.4,297,111.2,306,66.4,74,0.025,121,-4.65,268,103.1,209,107.8,307,-0.67,180
2015,Austin Peay,18,317,-14.2,94.8,317,109.0,264,66.6,67,-0.004,196,-1.93,187,104.2,149,106.2,238,-0.21,163
2015,Houston Baptist,120,318,-14.21,101.3,234,115.5,339,66.2,85,0.029,110,-4.69,270,102.4,252,107.1,274,3.61,55
2015,Fairleigh Dickinson,90,319,-15.07,97.4,296,112.5,320,67.4,42,0.053,59,-4.48,261,102.3,254,106.8,264,2.59,83
2015,Montana St.,191,320,-15.16,95.7,313,110.8,300,65.3,124,-0.056,309,-4.04,248,104.4,142,108.4,326,1.95,100
2015,Utah Valley,349,321,-16.1,92.9,333,109.0,266,61.9,300,0.007,166,-5.54,298,102.1,267,107.6,299,-0.53,174
2015,Binghamton,25,322,-16.41,94.0,323,110.4,293,63.0,253,-0.047,288,-2.91,209,101.8,290,104.7,167,1.78,106
2015,Western Illinois,367,323,-16.66,91.5,338,108.1,248,66.6,66,0.036,90,-2.58,200,104.2,154,106.7,262,-2.1,222
2015,Arkansas Pine Bluff,14,324,-16.89,92.5,336,109.4,276,63.2,242,0.037,89,-8.36,340,99.3,339,107.7,302,4.44,40
2015,Coppin St.,63,325,-17.04,99.1,268,116.1,342,73.7,2,-0.008,205,-3.03,213,102.1,264,105.2,193,9.27,10
2015,Presbyterian,245,326,-18.09,96.6,305,114.7,335,62.0,293,-0.005,197,-3.69,236,103.5,189,107.2,283,3.82,50
2015,Chicago St.,52,327,-18.17,89.3,346,107.5,232,62.6,269,-0.012,214,-1.65,183,103.9,164,105.5,208,6.56,22
2015,Nicholls St.,208,328,-18.36,90.0,344,108.3,253,66.1,88,0.025,120,-6.23,313,102.9,223,109.1,348,11.17,4
2015,The Citadel,318,329,-18.59,103.2,193,121.8,351,58.6,347,0.077,25,-5.8,304,101.8,287,107.6,298,-2.71,244
2015,Bethune Cookman,24,330,-18.66,91.2,340,109.9,287,60.2,335,-0.033,261,-11.26,350,98.7,345,110.0,350,-6.77,330
2015,South Carolina St.,281,331,-18.69,90.4,343,109.1,268,64.1,189,0.05,64,-6.33,316,100.0,331,106.4,247,2.84,74
2015,Morgan St.,193,332,-18.87,94.3,319,113.2,328,64.4,169,0.029,112,-4.98,279,100.6,321,105.6,212,2.66,80
2015,Liberty,150,333,-18.87,90.8,342,109.7,285,65.8,97,-0.059,312,-5.83,305,102.7,231,108.6,334,-4.48,293
2015,Tennessee St.,310,334,-18.9,89.5,345,108.4,255,63.5,221,-0.045,286,-1.39,172,103.5,188,104.9,176,2.06,95
2015,Texas Pan American,343,335,-18.99,93.5,329,112.5,321,63.9,196,0.033,96,-5.02,280,101.5,302,106.5,257,0.16,155
2015,Alabama A&M,5,336,-19.09,95.0,316,114.1,332,63.5,225,-0.021,229,-9.62,347,97.8,349,107.4,293,7.67,14
2015,North Carolina A&T,212,337,-19.42,93.5,330,112.9,325,61.6,304,-0.038,271,-7.53,337,98.9,342,106.5,251,1.9,101
2015,Stetson,300,338,-19.66,96.6,304,116.3,343,65.8,99,0.006,170,-6.52,320,101.8,281,108.4,324,-4.52,295
2015,Savannah St.,275,339,-19.67,87.4,348,107.1,224,64.5,163,0.013,153,-5.11,284,100.8,317,105.9,228,7.58,16
2015,Jacksonville,135,340,-19.74,96.3,306,116.1,341,63.8,204,-0.023,234,-7.13,330,101.1,309,108.2,322,-5.71,317
2015,Kennesaw St.,140,341,-20.61,93.7,327,114.3,334,65.1,134,0.039,82,-5.5,296,101.8,291,107.3,285,-2.41,230
2015,Abilene Christian,1,342,-20.63,93.2,332,113.8,330,63.8,202,-0.003,190,-5.96,306,102.0,276,108.0,316,-1.93,217
2015,UMBC,332,343,-20.68,89.2,347,109.9,289,64.2,178,-0.037,270,-5.09,283,100.3,327,105.4,203,-3.66,270
2015,Central Connecticut,46,344,-20.7,92.9,334,113.6,329,62.8,262,-0.012,213,-6.19,311,100.6,319,106.8,265,-3.89,279
2015,Maine,163,345,-21.87,93.7,328,115.5,340,65.9,95,-0.02,226,-1.91,185,102.1,268,104.0,139,3.44,59
2015,Alcorn St.,8,346,-24.34,92.9,335,117.3,347,66.8,60,-0.059,313,-10.18,349,97.5,350,107.7,303,5.37,28
2015,San Jose St.,273,347,-24.59,86.5,349,111.0,302,63.8,201,-0.03,250,1.45,115,105.6,99,104.2,148,-1.49,203
2015,Mississippi Valley St.,186,348,-25.69,91.6,337,117.3,346,70.1,6,-0.001,187,-7.6,338,98.8,343,106.4,250,5.71,27
2015,Central Arkansas,45,349,-27.67,91.0,341,118.7,350,69.0,17,0.004,177,-6.32,315,101.7,294,108.0,315,-1.45,201
2015,Florida A&M,92,350,-31.73,85.4,350,117.1,345,65.3,122,-0.02,228,-8.5,342,99.4,338,107.9,312,-2.52,236
2015,Grambling St.,109,351,-37.65,78.9,351,116.6,344,65.4,117,-0.077,327,-8.68,343,99.1,341,107.8,308,12.83,3
2016,Villanova,355,1,32.01,122.8,3,90.8,5,66.0,274,0.023,114,10.74,13,110.5,19,99.7,9,2.98,83
2016,North Carolina,211,2,29.82,124.4,1,94.6,21,70.5,60,-0.055,305,11.45,8,111.7,4,100.2,18,3.13,77
2016,Kansas,138,3,29.67,120.0,10,90.4,3,69.0,123,0.044,75,12.61,3,111.4,8,98.8,4,3.62,66
2016,Virginia,356,4,29.64,120.6,8,91.0,7,61.3,348,-0.04,278,12.67,2,112.1,2,99.5,6,4.98,38
2016,Michigan St.,180,5,27.97,123.4,2,95.5,26,66.5,254,-0.012,210,7.19,57,107.5,73,100.3,22,0.4,157
2016,Kentucky,142,6,25.14,121.8,5,96.6,39,67.4,214,-0.046,288,8.37,44,108.6,58,100.3,19,3.19,75
2016,Louisville,159,7,24.68,113.4,42,88.8,2,66.1,268,-0.025,242,7.49,55,110.4,23,102.9,95,-7.4,331
2016,West Virginia,365,8,24.45,115.3,27,90.9,6,69.5,104,0.003,171,11.24,9,110.9,11,99.6,7,0.72,149
2016,Purdue,248,9,23.85,116.9,19,93.1,11,67.9,182,-0.046,286,7.43,56,109.1,46,101.7,66,-2.67,239
2016,Oklahoma,230,10,23.78,117.9,16,94.1,17,69.8,88,0.082,29,13.05,1,111.5,6,98.5,3,2.7,87
2016,Indiana,129,11,23.05,121.7,6,98.7,59,68.2,159,0.0,173,6.4,65,108.8,51,102.4,87,-3.12,258
2016,Oregon,234,12,22.68,119.1,13,96.4,37,68.1,167,0.041,81,9.06,33,109.0,47,100.0,13,1.04,139
2016,Wichita St.,370,13,22.53,111.3,67,88.7,1,66.0,276,-0.079,333,3.61,88,104.8,154,101.2,51,6.45,24
2016,Xavier,379,14,22.52,117.1,18,94.6,22,71.9,32,0.047,68,8.16,45,108.2,64,100.0,16,1.73,116
2016,Miami FL,177,15,22.44,119.4,11,96.9,42,65.9,284,0.077,33,11.67,6,111.6,5,99.9,11,2.63,90
2016,SMU,260,16,21.98,119.3,12,97.3,45,65.8,288,0.014,140,3.37,93,105.5,121,102.2,77,-1.06,195
2016,Duke,76,17,21.87,121.9,4,100.0,86,67.7,194,-0.026,248,11.23,10,112.0,3,100.7,35,3.52,69
2016,Texas A&M,313,18,21.26,113.8,37,92.5,9,67.1,230,0.006,162,8.48,42,109.6,36,101.1,50,3.15,76
2016,Arizona,11,19,20.97,116.8,20,95.8,29,68.3,154,-0.038,272,6.66,63,107.9,67,101.3,54,-3.66,269
2016,Iowa St.,133,20,20.95,121.2,7,100.3,91,71.2,49,-0.062,318,12.05,5,110.2,28,98.1,1,2.54,92
2016,Gonzaga,108,21,20.82,116.3,22,95.5,27,67.3,218,-0.038,273,3.51,90,107.3,77,103.8,118,6.12,25
2016,Maryland,168,22,20.25,116.2,24,95.9,32,67.4,213,0.016,129,8.6,39,109.2,45,100.6,30,-1.86,218
2016,Iowa,132,23,20.24,116.1,25,95.9,30,68.8,131,-0.071,327,9.12,30,110.2,26,101.1,49,1.28,132
2016,Baylor,21,24,19.06,118.9,14,99.8,84,66.6,252,-0.012,211,11.21,11,109.7,34,98.4,2,-3.12,257
2016,Vanderbilt,353,25,18.76,113.6,40,94.9,23,67.8,184,-0.106,346,8.6,40,109.2,44,100.6,31,3.68,65
2016,Connecticut,62,26,18.71,111.9,59,93.2,12,65.9,277,-0.036,270,6.17,71,107.6,72,101.4,56,-0.91,187
2016,Syracuse,303,27,18.57,112.7,50,94.1,18,65.0,314,-0.027,249,10.21,18,110.9,12,100.7,33,-0.82,180
2016,California,41,28,18.32,112.5,53,94.2,19,68.1,162,-0.053,300,7.65,52,109.4,40,101.8,70,-2.58,234
2016,Seton Hall,277,29,18.27,111.1,72,92.9,10,69.7,92,0.016,132,8.55,41,108.5,61,100.0,14,-2.92,247
2016,Butler,35,30,17.27,118.0,15,100.7,97,67.9,178,-0.009,201,8.1,47,108.5,62,100.4,25,-4.1,282
2016,VCU,350,31,17.07,112.1,58,95.0,24,69.6,96,-0.07,326,3.82,87,107.3,76,103.5,111,0.95,142
2016,Cincinnati,54,32,17.06,111.2,70,94.1,16,64.0,333,-0.067,322,5.2,77,107.3,79,102.1,75,-1.21,197
